time, Pitch, Yaw, Roll
18.42426, -11.32797, -36.20782, 9.607236
18.4523, -11.30716, -36.23772, 9.610632
18.48011, -11.30904, -36.25666, 9.617524
18.50816, -11.31846, -36.26747, 9.632271
18.53889, -11.27831, -36.28631, 9.622633
18.56819, -11.22035, -36.29998, 9.603654
18.58983, -11.17982, -36.31918, 9.598475
18.6167, -11.17672, -36.33886, 9.616747
18.64466, -11.17937, -36.35978, 9.624716
18.67269, -11.18667, -36.37677, 9.621979
18.70057, -11.17988, -36.39288, 9.622775
18.72872, -11.15041, -36.40653, 9.605701
18.75666, -11.1105, -36.42577, 9.58954
18.78458, -11.07324, -36.44898, 9.58708
18.81324, -11.0519, -36.47714, 9.592533
18.84138, -11.03607, -36.51289, 9.594828
18.86839, -11.03185, -36.5426, 9.595361
18.89629, -11.00893, -36.57148, 9.598823
18.92433, -11.00011, -36.59201, 9.604371
18.95352, -10.98408, -36.61292, 9.601382
18.98145, -10.98557, -36.6263, 9.607114
19.00864, -10.99281, -36.63973, 9.622837
19.03619, -10.97436, -36.64692, 9.606909
19.06307, -10.96413, -36.66014, 9.601811
19.09107, -10.95975, -36.6684, 9.6083
19.11872, -10.96555, -36.67663, 9.622101
19.14647, -10.95672, -36.68759, 9.625961
19.17406, -10.96131, -36.69496, 9.633883
19.20111, -10.97551, -36.70002, 9.645977
19.22979, -10.98734, -36.70642, 9.652049
19.25804, -10.99569, -36.70724, 9.655633
19.28571, -10.99224, -36.70914, 9.65439
19.31455, -10.99198, -36.71031, 9.655877
19.34149, -11.0028, -36.71193, 9.665116
19.36936, -11.01465, -36.71671, 9.676703
19.39677, -11.02255, -36.7267, 9.681579
19.42408, -11.04327, -36.74371, 9.697122
19.45258, -11.06427, -36.76863, 9.711992
19.48087, -11.08914, -36.80399, 9.730842
19.50939, -11.12097, -36.8516, 9.754393
19.53585, -11.16405, -36.91657, 9.79095
19.56335, -11.21914, -37.00655, 9.84057
19.59163, -11.28811, -37.11696, 9.899602
19.61963, -11.36942, -37.25386, 9.970997
19.64731, -11.48751, -37.42752, 10.07892
19.67538, -11.65151, -37.64474, 10.22716
19.70283, -11.86043, -37.93632, 10.41142
19.73124, -12.09424, -38.28345, 10.6439
19.75857, -12.31718, -38.6824, 10.87312
19.78611, -12.54028, -39.14362, 11.11565
19.81435, -12.74942, -39.64681, 11.38261
19.84195, -12.9459, -40.19332, 11.66039
19.87094, -13.16653, -40.74835, 11.95591
19.90049, -13.39798, -41.33168, 12.28246
19.93039, -13.61084, -41.9242, 12.61243
19.95416, -13.82068, -42.51026, 12.9563
19.98097, -14.0159, -43.09631, 13.28583
20.00889, -14.20141, -43.68613, 13.61735
20.0363, -14.39199, -44.27453, 13.96551
20.06407, -14.59825, -44.8721, 14.34509
20.09241, -14.80844, -45.49783, 14.74655
20.1201, -15.04705, -46.14857, 15.20424
20.14803, -15.31732, -46.81086, 15.69849
20.17685, -15.62341, -47.48903, 16.27205
20.20377, -15.9637, -48.1615, 16.8785
20.23196, -16.34216, -48.84005, 17.54738
20.25922, -16.75124, -49.49626, 18.22344
20.28712, -17.19335, -50.13794, 18.93331
20.31483, -17.69417, -50.75422, 19.67532
20.34243, -18.31134, -51.31805, 20.48633
20.37036, -19.06812, -51.8428, 21.42457
20.39868, -19.96161, -52.31769, 22.46925
20.42579, -20.92956, -52.74902, 23.56916
20.45379, -21.93173, -53.14139, 24.68313
20.48115, -22.95269, -53.50129, 25.79986
20.50938, -23.99615, -53.84206, 26.93643
20.53761, -25.05224, -54.18563, 28.12603
20.56467, -26.09057, -54.50137, 29.28377
20.59294, -27.06186, -54.82127, 30.38157
20.62143, -27.94478, -55.09998, 31.38977
20.64824, -28.78646, -55.28738, 32.2681
20.6761, -29.66742, -55.36222, 33.07537
20.70359, -30.59536, -55.31857, 33.81294
20.73204, -31.57439, -55.20414, 34.52147
