time, Pitch, Yaw, Roll
14.67705, -8.129366, -38.94376, 4.185118
14.70337, -7.811806, -38.69581, 4.026669
14.72832, -7.499153, -38.45743, 3.863357
14.75598, -7.201925, -38.23922, 3.709032
14.78408, -6.919966, -38.03684, 3.543703
14.82684, -6.634568, -37.89716, 3.374232
14.86142, -6.306925, -37.72323, 3.201368
14.88918, -6.024833, -37.55697, 3.041373
14.91336, -5.757179, -37.39316, 2.905421
14.94159, -5.486945, -37.24274, 2.770645
14.9692, -5.220033, -37.16991, 2.607069
14.99446, -5.014775, -37.11115, 2.495518
15.02121, -4.810842, -37.06445, 2.364468
15.0489, -4.574916, -37.05595, 2.196687
15.07706, -4.315611, -37.07327, 1.978233
15.10326, -4.020731, -37.12073, 1.716688
15.13153, -3.688916, -37.19092, 1.448344
15.15908, -3.350884, -37.2783, 1.223333
15.18638, -3.034543, -37.39729, 1.043052
15.21457, -2.737167, -37.53961, 0.8554656
15.24193, -2.431882, -37.67984, 0.6895542
15.26998, -2.14922, -37.81148, 0.5406791
15.30489, -1.899604, -37.92422, 0.382573
15.32465, -1.658474, -38.00824, 0.2238118
15.3527, -1.415683, -38.0677, 0.06255726
15.38038, -1.193538, -38.09103, -0.1235407
15.40887, -1.045676, -38.07892, -0.3019647
15.43661, -0.971967, -38.04314, -0.4356619
15.46414, -0.9636774, -37.99807, -0.5410409
15.4922, -0.9795874, -37.95032, -0.6006827
15.51982, 0.9899204, -37.91199, -0.6119779
15.54779, 1.006582, -37.87515, -0.6026341
15.57681, 1.049225, -37.84044, -0.5954478
15.60321, 1.127612, -37.80553, -0.6026341
15.63117, 1.237962, -37.77642, -0.6308707
15.6588, 1.331486, -37.74079, -0.646193
15.68645, 1.405974, -37.69943, -0.6351982
15.71467, 1.513878, -37.65161, -0.6486109
15.74312, 1.632668, -37.59935, -0.680413
15.77047, 1.730992, -37.53711, -0.7044336
15.79846, 1.809808, -37.46242, -0.7206361
15.82634, 1.885333, -37.37394, -0.7509531
15.85479, 1.96244, -37.27396, -0.8057577
15.88123, 2.034805, -37.17172, -0.867955
15.90892, 2.090315, -37.06504, -0.9335608
15.93709, 2.128816, -36.95547, -1.01317
15.96542, 2.165731, -36.85094, -1.101273
15.99246, 2.185074, -36.75556, -1.180515
16.02037, 2.176278, -36.67911, -1.234004
16.04832, 2.152587, -36.61819, -1.277022
16.07673, 2.111091, -36.56729, -1.312986
16.10484, 2.043347, -36.52655, -1.330751
