Direction,tCount,Time,HeadRotation,HeadPitch,HeadYaw,TrunkRotation,TrunkPitch,TrunkYaw,StartRotation
225,1,8.113529,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.140917,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.166483,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.194419,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.220891,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.249497,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.27689,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.304919,(339.80* 0.00* 0.00),0,0,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.335474,(339.60* 359.20* 0.00),-0.2000122,-0.7999878,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.360059,(339.40* 358.60* 0.00),-0.3999939,-1.399994,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.387962,(339.40* 358.20* 0.00),-0.3999939,-1.799988,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.416204,(340.00* 357.40* 0.00),0.1999993,-2.600006,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.448108,(342.00* 355.80* 0.00),2.2,-4.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.474179,(343.40* 354.80* 0.00),3.600001,-5.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.501088,(344.80* 353.60* 0.00),5,-6.399994,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.527802,(346.00* 352.00* 0.00),6.200001,-8,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.557544,(347.80* 350.00* 0.00),7.999998,-10,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.584085,(349.00* 348.60* 0.00),9.200002,-11.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.61229,(350.40* 347.00* 0.00),10.6,-13,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.640539,(352.00* 345.40* 0.00),12.2,-14.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.665836,(354.00* 343.60* 0.00),14.2,-16.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.694821,(356.60* 341.00* 0.00),16.8,-19,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.721321,(358.40* 339.20* 0.00),18.6,-20.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.749186,(0.00* 337.60* 0.00),20.2,-22.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.775619,(1.40* 336.80* 0.00),21.60001,-23.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.803862,(3.60* 336.00* 0.00),23.8,-24,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.831515,(5.00* 335.40* 0.00),25.2,-24.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.859326,(6.20* 334.80* 0.00),26.4,-25.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.889246,(8.20* 334.00* 0.00),28.4,-26,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.914356,(9.60* 333.20* 0.00),29.8,-26.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.942149,(10.40* 332.60* 0.00),30.60001,-27.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.969675,(11.20* 332.40* 0.00),31.40001,-27.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,1,8.997573,(12.00* 332.00* 0.00),32.2,-28,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.70636,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.73342,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.76114,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.78893,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.81675,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.84486,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.87194,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.90009,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.92825,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.95574,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,10.98478,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.01105,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.0385,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.06672,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.0941,(340.80* 359.80* 0.00),0.9999943,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.12409,(340.80* 359.60* 0.00),0.9999935,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.15008,(341.20* 359.20* 0.00),1.399994,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.17775,(343.40* 357.40* 0.00),3.599994,-2.600006,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.20576,(346.60* 353.60* 0.00),6.799994,-6.399994,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.23358,(349.80* 350.00* 0.00),9.999995,-10,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.26096,(352.20* 347.80* 0.00),12.4,-12.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.28881,(354.00* 345.40* 0.00),14.2,-14.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.31705,(357.80* 341.80* 0.00),18,-18.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.34453,(1.60* 338.40* 0.00),21.8,-21.60001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.37234,(3.60* 336.60* 0.00),23.8,-23.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.40019,(4.60* 335.80* 0.00),24.8,-24.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.42755,(6.00* 334.80* 0.00),26.2,-25.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.45567,(7.40* 333.60* 0.00),27.59999,-26.39999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.48358,(8.60* 332.80* 0.00),28.8,-27.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.51177,(9.40* 332.00* 0.00),29.6,-28,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.53973,(10.40* 331.20* 0.00),30.59999,-28.79999,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,2,11.56764,(11.00* 330.80* 0.00),31.2,-29.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.10834,(340.00* 359.60* 0.00),0.1999933,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.13711,(340.00* 359.60* 0.00),0.1999933,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.16542,(340.00* 359.60* 0.00),0.1999933,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.18661,(340.00* 359.60* 0.00),0.1999933,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.22084,(340.00* 359.60* 0.00),0.1999933,-0.3999939,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.26488,(341.40* 358.80* 0.00),1.599994,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.30489,(344.40* 355.80* 0.00),4.599996,-4.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.33278,(346.60* 353.60* 0.00),6.799996,-6.399994,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.35987,(349.00* 351.20* 0.00),9.199997,-8.800018,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.38777,(351.80* 348.60* 0.00),11.99999,-11.40002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.41722,(354.60* 346.20* 0.00),14.79999,-13.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.46047,(358.60* 342.80* 0.00),18.8,-17.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.48787,(0.60* 341.20* 0.00),20.8,-18.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.51279,(2.00* 340.20* 0.00),22.2,-19.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.5406,(2.80* 339.20* 0.00),22.99999,-20.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.56848,(4.20* 337.00* 0.00),24.39999,-23,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.59611,(5.60* 334.80* 0.00),25.8,-25.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.62478,(7.20* 333.00* 0.00),27.4,-27,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.6506,(8.40* 332.20* 0.00),28.59999,-27.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.68141,(10.00* 331.20* 0.00),30.2,-28.80002,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
225,3,13.70798,(11.00* 330.80* 0.00),31.19999,-29.20001,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.03943,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.0666,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.0947,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.12218,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.15027,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.17746,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.20517,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.23329,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.2614,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.28874,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.31676,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.3443,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.37242,(338.00* 359.20* 0.00),-1.800018,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.40033,(339.80* 0.20* 0.00),-4.728415E-06,0.1999862,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.42756,(343.40* 1.80* 0.00),3.599996,1.799986,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.4554,(347.00* 3.00* 0.00),7.199996,2.999987,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.48314,(348.80* 3.60* 0.00),8.999997,3.599987,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.51115,(350.20* 3.60* 0.00),10.4,3.599986,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.53874,(351.80* 3.60* 0.00),12,3.599987,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.56693,(353.80* 3.40* 0.00),14,3.399986,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.59472,(357.20* 2.40* 0.00),17.4,2.399986,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.62282,(0.60* 1.00* 0.00),20.8,0.9999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.64998,(3.20* 359.00* 0.00),23.4,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.67794,(5.00* 357.80* 0.00),25.2,-2.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.70579,(6.20* 357.20* 0.00),26.4,-2.800018,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.73376,(7.60* 357.00* 0.00),27.8,-3,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.76127,(8.40* 356.80* 0.00),28.6,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.78853,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.81702,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.84426,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.87179,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.90081,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.92772,(8.60* 356.80* 0.00),28.8,-3.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.95563,(9.60* 358.00* 0.00),29.8,-2,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,16.98345,(10.40* 358.80* 0.00),30.6,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.01178,(11.00* 359.00* 0.00),31.2,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.03946,(11.20* 359.00* 0.00),31.40001,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.0664,(11.20* 359.00* 0.00),31.40001,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.09431,(11.20* 359.00* 0.00),31.40001,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.12276,(11.60* 359.00* 0.00),31.8,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.14989,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.17785,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.20538,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.23486,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.26141,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,1,17.28859,(11.80* 359.00* 0.00),32,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.05288,(340.20* 359.80* 0.00),0.3999956,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.08064,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.10805,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.13634,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.16422,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.19154,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.21944,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.24716,(340.00* 0.00* 0.00),0.199992,-1.390278E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.2752,(340.80* 0.00* 0.00),0.9999924,-1.390271E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.30318,(342.80* 0.00* 0.00),2.999993,-1.390211E-05,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.33081,(345.40* 359.80* 0.00),5.599991,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.35856,(349.20* 359.20* 0.00),9.399995,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.38652,(353.00* 358.20* 0.00),13.2,-1.800018,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.41399,(355.60* 357.60* 0.00),15.8,-2.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.44161,(357.20* 357.60* 0.00),17.39999,-2.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.46942,(359.60* 357.40* 0.00),19.8,-2.600006,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.49714,(2.00* 357.40* 0.00),22.2,-2.600006,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.52499,(4.20* 357.60* 0.00),24.39999,-2.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.55227,(5.80* 357.80* 0.00),25.99999,-2.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.58033,(6.40* 358.00* 0.00),26.59999,-2,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.60877,(7.00* 358.20* 0.00),27.2,-1.800018,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.63728,(9.60* 359.40* 0.00),29.8,-0.6000061,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,2,19.66386,(13.00* 1.20* 0.00),33.19999,1.199986,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,20.92828,(339.20* 0.80* 0.00),-0.6000061,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,20.95572,(339.20* 0.80* 0.00),-0.6000061,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,20.98325,(339.20* 0.80* 0.00),-0.6000061,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.01084,(339.80* 0.60* 0.00),-7.967529E-06,0.5999863,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.03912,(343.20* 359.80* 0.00),3.399989,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.06699,(345.60* 359.40* 0.00),5.799989,-0.6000061,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.09438,(347.20* 359.00* 0.00),7.39999,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.12236,(349.20* 359.00* 0.00),9.399992,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.14981,(353.60* 359.00* 0.00),13.79999,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.17887,(357.20* 358.80* 0.00),17.39999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.20568,(358.80* 358.80* 0.00),18.99999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.23368,(0.00* 358.80* 0.00),20.19999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.26126,(1.00* 358.80* 0.00),21.19999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.28934,(2.00* 358.80* 0.00),22.19999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.317,(3.60* 359.00* 0.00),23.79999,-1,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.345,(5.60* 359.20* 0.00),25.8,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.37213,(6.80* 359.20* 0.00),26.99999,-0.8000183,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.40003,(8.20* 358.80* 0.00),28.39999,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.42782,(8.60* 358.80* 0.00),28.8,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.45615,(9.20* 358.80* 0.00),29.4,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.48365,(10.40* 359.80* 0.00),30.59999,-0.2000122,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.51086,(11.40* 0.60* 0.00),31.59999,0.5999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.53885,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.56859,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.59577,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.62431,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.65013,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.6781,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.70593,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.73391,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.76218,(11.80* 0.80* 0.00),31.99999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
270,3,21.78899,(12.00* 0.80* 0.00),32.19999,0.7999864,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,23.99757,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.02546,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.05235,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.0811,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.1081,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.13634,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.16389,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.1853,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.20608,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.2329,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.2623,(340.00* 358.60* 0.00),0.1999931,-1.400024,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.28835,(339.80* 358.80* 0.00),-4.741374E-06,-1.200012,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
315,1,24.31769,(340.40* 0.40* 0.00),0.5999914,0.3999857,(0.00* 0.00* 0.00),0,0,(339.80* 0.00* 0.00)
