time,Status,HeadPolar,HeadAzimuth,ShoulderPolar,ShoulderAzimuth,LeftGazePolar,LeftGazeAzimuth,RightGazePolar,RightGazeAzimuth
9.655903,Direction 225 / Range P75,-88.70345,-23.29055,-11.4227,-2.987069,-85.30562,-28.2105,-88.82561,-28.22294
9.767513,Direction 225 / Range P75,-88.70726,-23.27648,-12.13629,-1.424871,-85.71609,-28.37303,-89.24183,-28.37362
9.878893,Direction 225 / Range P75,-88.72517,-23.29553,-11.27633,-2.067116,-85.37356,-27.49017,-88.87022,-27.4993
9.989957,Direction 225 / Range P75,-88.76543,-23.28378,-12.12154,-1.66498,-85.52737,-27.84783,-89.03564,-27.85497
10.10185,Direction 225 / Range P75,-88.68996,-23.34887,-12.24382,-1.264468,-85.22195,-28.02114,-88.73556,-28.03268
10.21282,Direction 225 / Range P75,-88.60123,-23.31174,-12.3571,-0.9705347,-85.68643,-27.90168,-89.19675,-27.90206
10.32457,Direction 225 / Range P75,-88.71329,-23.24835,-12.39673,-1.05107,-85.62149,-27.70511,-89.12527,-27.70601
10.43677,not-testing,-88.58549,-23.25262,-12.35573,-1.030953,-85.25537,-28.03967,-88.76983,-28.05152
10.54688,not-testing,-88.6062,-23.24229,-12.32798,-0.9918818,-85.15535,-27.16433,-88.64169,-27.18044
10.65863,not-testing,-88.45173,-22.84911,-11.67392,-1.286973,-84.73695,-27.26968,-88.2262,-27.29134
10.76961,not-testing,-85.60432,-19.797,-11.43952,-3.166653,-78.80973,-18.36687,-82.06556,-18.48059
10.88168,not-testing,-79.58143,-13.27831,-11.33805,-3.261592,-62.54974,-1.037556,-65.52993,-1.159868
10.99263,not-testing,-73.09644,-4.550756,-11.02781,-3.257221,-60.54839,3.035236,-63.59127,2.917181
11.10404,not-testing,-65.94183,3.808236,-9.470516,-2.115666,-51.42645,10.17139,-54.49597,10.1458
11.21579,not-testing,-58.92101,10.55584,-9.157363,-1.215353,-46.69595,12.27226,-49.81762,12.29582
11.32701,not-testing,-54.28184,13.60294,-8.049035,-1.02397,-37.97528,17.79342,-41.12902,18.01492
11.42743,not-testing,-52.8981,13.77163,-7.163585,-0.7020641,-44.18588,13.78807,-47.35278,13.96325
11.54193,not-testing,-53.40369,11.46621,-6.023312,-0.7985691,-49.43879,8.69094,-52.57023,8.864157
11.64447,not-testing,-53.6116,10.07993,-4.919853,-2.937121,-49.4923,9.007595,-52.62352,9.227135
11.75723,not-testing,-52.77264,9.547081,-3.36098,0.2860295,-49.78931,2.771347,-52.88816,2.965062
11.86884,not-testing,-51.62494,9.449984,-2.416135,0.247238,-49.79789,2.718838,-52.90002,2.878451
11.98069,not-testing,-51.55771,9.481283,-1.553034,0.369179,-51.49485,-5.079804,-54.60657,-4.951748
12.09145,not-testing,-52.32156,9.356747,-1.136586,0.4971774,-51.85168,-5.737686,-54.96839,-5.64877
12.20253,not-testing,-53.44741,9.483969,-1.616481,0.2666104,-51.42595,2.928383,-54.53223,2.980007
12.31438,not-testing,-54.50476,9.546038,-2.36436,0.156526,-51.4472,3.509097,-54.55437,3.544999
12.42574,not-testing,-55.10939,9.216074,-2.84656,0.05410956,-50.91048,5.402688,-54.02328,5.447922
12.53696,not-testing,-55.08833,9.028742,-3.251409,0.1123133,-50.34361,5.458336,-53.45483,5.522369
12.64842,not-testing,-54.81457,9.088999,-3.458845,0.07037322,-49.59851,2.022964,-52.69534,2.092383
12.76042,not-testing,-54.33441,9.07314,-3.29978,0.1292839,-48.74686,-3.200377,-51.8447,-3.142372
